,name,initPlayer1Grid,initPlayer2Grid,target1Grid,target2Grid,aimActionPlayer1,reactionTime,aimActionPlayer2,trajectoryPlayer1,trajectoryPlayer2,goalPlayer1,goalPlayer2
0,p10,"(7, 2)","(7, 12)","(4, 7)","(10, 7)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[332926, 388, 1816, 512, 490, 524, 571, 607, 1898, 453, 474, 2029, 357, 325, 383, 337, 309, 314]","[(0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(7, 2), (7, 1), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (8, 0), (9, 0), (10, 0), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7)]","[(7, 12), (7, 11), (7, 10), (6, 10), (6, 9), (5, 9), (5, 8), (4, 8), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,p10,"(7, 14)","(7, 0)","(4, 7)","(10, 7)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]","[3127, 532, 430, 456, 436, 528, 544, 1511, 528, 477]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (7, 8), (7, 7), (8, 7), (9, 7), (10, 7)]","[(7, 0), (6, 0), (5, 0), (5, 1), (5, 2), (5, 3), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7)]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
2,p10,"(1, 7)","(11, 7)","(6, 4)","(6, 10)","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[2569, 582, 915, 625, 531, 1172, 473, 1246, 363, 333, 2080, 529]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8), (8, 9), (8, 10), (7, 10), (6, 10)]","[(11, 7), (11, 6), (11, 5), (10, 5), (9, 5), (9, 4), (8, 4), (7, 4), (6, 4), (6, 4), (6, 4), (6, 4), (6, 4)]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
3,p10,"(14, 7)","(2, 7)","(8, 5)","(8, 9)","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0)]","[896, 511, 416, 357, 381, 421, 443, 482, 1716, 373, 390, 384, 390, 1428, 387, 1748]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (9, 8), (9, 9), (8, 9)]","[(2, 7), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (8, 5), (8, 5), (8, 5), (8, 5), (8, 5), (8, 5), (8, 5), (8, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,p10,"(12, 7)","(0, 7)","(6, 4)","(6, 10)","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[2143, 99, 430, 444, 790, 1948, 354, 350, 322, 378, 423]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0)]","[(12, 7), (12, 8), (12, 7), (12, 6), (12, 5), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4)]","[(0, 7), (1, 7), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (6, 10), (6, 10)]","[2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]"
5,p10,"(13, 7)","(1, 7)","(7, 3)","(7, 11)","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1)]","[1059, 599, 479, 466, 427, 390, 440, 396, 325, 366, 1502, 569, 375, 658, 653, 468, 373, 413, 454, 498, 527, 1597, 474]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(13, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (7, 10), (7, 11)]","[(1, 7), (1, 6), (1, 5), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3), (7, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,p10,"(7, 14)","(7, 0)","(5, 7)","(9, 7)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]","[16015, 414, 388, 384, 381, 373, 393, 1347, 412]","[(1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[(7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (7, 8), (7, 7), (8, 7), (9, 7)]","[(7, 0), (8, 0), (8, 1), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 7)]","[0, 0, 0, 0, 0, 0, 0, 2, 2]","[2, 0, 2, 0, 0, 0, 0, 0, 0]"
7,p10,"(7, 14)","(7, 4)","(5, 9)","(9, 9)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]","[2463, 505, 639, 444, 670, 1324, 828]","[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]","[(7, 14), (7, 13), (7, 12), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9)]","[(7, 4), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (5, 8), (5, 9)]","[0, 0, 0, 0, 0, 2, 2]","[1, 0, 0, 0, 0, 1, 0]"
