,name,initPlayer1Grid,initPlayer2Grid,target1Grid,target2Grid,aimActionPlayer1,reactionTime,aimActionPlayer2,trajectoryPlayer1,trajectoryPlayer2,goalPlayer1,goalPlayer2
0,p09,"(12, 7)","(0, 7)","(6, 5)","(6, 9)","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0)]","[330599, 270, 437, 415, 1107, 416, 424, 435, 722, 1112, 509, 1017]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(12, 7), (12, 6), (12, 5), (12, 4), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (7, 4), (7, 5), (6, 5)]","[(0, 7), (1, 7), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (6, 9), (6, 9), (6, 9), (6, 9)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
1,p09,"(1, 7)","(11, 7)","(6, 4)","(6, 10)","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[2841, 276, 274, 1426, 335, 386, 1219, 763]","[(0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (5, 10), (6, 10)]","[(11, 7), (11, 6), (11, 5), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4)]","[0, 0, 0, 2, 2, 2, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]"
2,p09,"(7, 0)","(7, 14)","(3, 7)","(11, 7)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[4285, 571, 545, 578, 1429, 388, 393, 375, 350, 593, 836, 1903, 489, 532, 615]","[(0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 0), (0, 0), (0, 0)]","[(7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (6, 7), (5, 7), (4, 7), (3, 7)]","[(7, 14), (7, 14), (8, 14), (9, 14), (10, 14), (10, 13), (11, 13), (11, 12), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 7), (11, 7), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,p09,"(7, 4)","(7, 14)","(5, 9)","(9, 9)","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0), (1, 0)]","[2809, 312, 301, 600, 315, 550, 1943, 1895, 508]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 0), (0, 0)]","[(7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (7, 9), (8, 9), (9, 9)]","[(7, 14), (6, 14), (5, 14), (5, 13), (5, 12), (5, 11), (5, 10), (5, 9), (5, 9), (5, 9)]","[0, 0, 0, 0, 0, 0, 0, 2, 2]","[1, 1, 0, 0, 0, 0, 0, 0, 0]"
4,p09,"(14, 7)","(0, 7)","(7, 5)","(7, 9)","[(0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[7366, 436, 463, 2134, 388, 477, 1009, 720, 2376, 545, 858, 1581, 530, 1817, 6184]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(14, 7), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (9, 5), (9, 6), (9, 7), (9, 6), (9, 5), (8, 5), (7, 5)]","[(0, 7), (1, 7), (2, 7), (3, 7), (3, 6), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 5), (7, 5), (7, 5), (7, 5), (7, 5), (7, 5)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,p09,"(7, 0)","(7, 12)","(3, 6)","(11, 6)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[1991, 358, 368, 816, 2416, 390, 508, 416, 651, 466, 803, 1196, 354, 276, 184, 1069]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (6, 7), (5, 7), (4, 7), (3, 7), (3, 6)]","[(7, 12), (7, 11), (7, 10), (6, 10), (5, 10), (4, 10), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6), (3, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,p09,"(13, 7)","(1, 7)","(7, 4)","(7, 10)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[1499, 318, 297, 231, 759, 1343, 331, 454, 376, 273, 353, 1402, 280]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(13, 7), (13, 6), (13, 5), (13, 4), (13, 3), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (7, 3), (7, 4)]","[(1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (7, 4), (7, 4), (7, 4), (7, 4)]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
7,p09,"(10, 7)","(0, 7)","(5, 3)","(5, 11)","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0)]","[2056, 334, 331, 346, 342, 661, 1576, 492, 494, 488, 631, 424, 1016, 789, 488, 1579, 561]","[(0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(10, 7), (10, 6), (10, 5), (10, 4), (10, 3), (10, 2), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3), (4, 4), (4, 3), (5, 3)]","[(0, 7), (0, 6), (1, 6), (1, 5), (1, 4), (2, 4), (3, 4), (4, 4), (4, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3)]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
