,name,initPlayer1Grid,initPlayer2Grid,target1Grid,target2Grid,aimActionPlayer1,reactionTime,aimActionPlayer2,trajectoryPlayer1,trajectoryPlayer2,goalPlayer1,goalPlayer2
0,p17,"(7, 13)","(7, 1)","(4, 7)","(10, 7)","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[663577, 361, 499, 1194, 2495, 1589, 382, 408, 377, 515, 435]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 0), (0, 0)]","[(7, 13), (6, 13), (5, 13), (4, 13), (3, 13), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7)]","[(7, 1), (6, 1), (5, 1), (5, 2), (5, 3), (5, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 7), (4, 7)]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1,p17,"(7, 2)","(7, 12)","(3, 7)","(11, 7)","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[2388, 494, 420, 467, 652, 1515, 2408, 432, 402, 2086, 692, 2059, 321, 377, 425, 1112, 489, 1135, 300, 310, 306, 314, 282, 281, 281, 1564]","[(0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (13, 1), (13, 0), (13, 0), (12, 0), (11, 0), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (11, 6), (10, 6), (9, 6), (8, 6), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (3, 7)]","[(7, 12), (7, 11), (8, 11), (9, 11), (9, 10), (10, 10), (11, 10), (11, 9), (11, 8), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7)]","[2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,p17,"(12, 7)","(2, 7)","(7, 4)","(7, 10)","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[5460, 349, 349, 383, 373, 2437, 536, 425, 1744, 293, 261, 1118, 295, 1536]","[(0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (8, 7), (9, 7), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10)]","[(2, 7), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (7, 4), (7, 4), (7, 4), (7, 4), (7, 4), (7, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,p17,"(14, 7)","(0, 7)","(7, 3)","(7, 11)","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[2193, 225, 233, 210, 240, 234, 253, 237, 1228, 1516, 387, 185, 389]","[(0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 0), (0, 0)]","[(14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]","[(0, 7), (0, 6), (0, 5), (0, 4), (1, 4), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (7, 3), (7, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
4,p17,"(0, 7)","(14, 7)","(7, 5)","(7, 9)","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[1114, 246, 250, 260, 241, 256, 246, 268, 243, 214, 779, 259, 232, 258, 227, 214, 255, 1018, 867]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (7, 6), (7, 5)]","[(14, 7), (14, 8), (13, 8), (12, 8), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,p17,"(2, 7)","(14, 7)","(8, 3)","(8, 11)","[(1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[1562, 621, 335, 19, 316, 9, 294, 31, 378, 28, 3018, 1213, 318, 294, 310, 281, 1316, 814, 731, 756]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(2, 7), (3, 7), (4, 7), (3, 7), (4, 7), (3, 7), (4, 7), (3, 7), (4, 7), (3, 7), (4, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11)]","[(14, 7), (14, 6), (13, 6), (12, 6), (11, 6), (11, 5), (11, 4), (10, 4), (9, 4), (9, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3), (8, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,p17,"(7, 2)","(7, 14)","(5, 8)","(9, 8)","[(1, 0), (1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[2604, 297, 354, 1283, 2837, 386, 366, 435, 398, 457]","[(0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 0), (0, 0)]","[(7, 2), (8, 2), (9, 2), (10, 2), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8)]","[(7, 14), (7, 13), (8, 13), (8, 12), (9, 12), (9, 11), (9, 10), (9, 9), (9, 8), (9, 8), (9, 8)]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
7,p17,"(2, 7)","(12, 7)","(7, 5)","(7, 9)","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[1869, 354, 416, 430, 397, 399, 587, 2579, 444, 1349, 336]","[(-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 0), (0, 0), (0, 0), (0, 0)]","[(2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (9, 6), (9, 5), (8, 5), (7, 5)]","[(12, 7), (11, 7), (11, 6), (10, 6), (9, 6), (8, 6), (8, 5), (7, 5), (7, 5), (7, 5), (7, 5), (7, 5)]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
